Length,Runtime
841,0.9135419239992189
931,1.010582175998934
713,0.9696708450010192
912,1.2753557720006938
605,0.8010609800003294
889,1.679210932999922
830,0.9083254449997185
689,1.0079548490011803
615,0.7914352890002192
759,1.1163538220007467
721,1.1192896779994044
526,0.8509413979991223
996,1.3294402160008758
825,0.8273218060003273
648,1.0018957859992952
713,1.00422238200008
721,1.0598419069992815
1090,2.5454454789996817
781,0.9793360859985114
956,1.6845535640004528
894,1.0542689920002886
544,0.8644085060004727
671,0.8090610160015785
848,1.2074097289987549
722,1.0716325569992478
720,1.065982426998744
853,0.8823346409990336
866,1.3478141889991093
863,1.1393816729996615
833,0.735487572999773
542,0.7661245820017939
932,1.3366045399998256
861,1.5022725830003765
686,0.9269365159998415
616,1.0902801329993963
670,0.7309092249997775
705,0.7899431629994069
909,1.1365757330004271
928,1.5460682840002846
996,1.4007761950015265
910,1.1118434549989615
930,1.3648959759993886
956,0.9156827719998546
962,1.3919977820005442
833,1.2602221460001601
873,1.4699498129994026
536,0.7174555099991267
719,0.9947566800001368
789,0.9476152530005493
540,0.8232647579989134
822,1.4139624109993747
594,1.028182691999973
959,1.1543347260012524
892,0.9856668230004288
986,1.2036221809994458
834,1.1107716079986858
797,1.097466664001331
752,1.0663029440001992
809,0.9915575930008345
688,1.0868488910000451
774,0.8109732279990567
807,1.2905102120002994
846,1.058820726999329
809,0.9453706759995839
871,1.1728903349994653
653,0.8236117430005834
929,1.257656368001335
565,0.790020362001087
572,1.2200744840010884
772,1.4635195650007518
970,1.2004642070005502
796,0.9676380310011155
677,0.9722348449995479
869,1.2897326269994664
774,1.0493027749998873
1167,2.0751708750012767
855,1.3112543560000631
795,1.1965256570001657
1062,1.8995817819995864
735,1.265770309999425
631,0.8756469149993791
534,0.8716169649997028
653,0.7626126749983086
479,0.739167338999323
954,1.1186395139993692
806,1.1815008360008505
1123,1.6319615219999832
884,1.054886826999791
870,1.228120076999403
755,0.7878514200001518
917,1.558008828000311
758,0.9646790650003823
640,0.8570782410006359
598,0.8924883590007084
934,0.9656938370007992
596,0.7696680289991491
554,0.6905873019986757
969,1.1782553239991103
1016,1.4075973569997586
670,0.8836283049986378
598,0.9124629439993441
884,1.4667785530000401
665,0.8617536479996488
973,1.0513577870005975
639,0.8543021790010243
862,0.863272414999301
478,0.718779707000067
1005,1.5739268239995
396,0.7310257209992415
913,1.1070798999990075
848,0.9914166310009023
683,0.8414318529994489
893,1.5676807159998134
848,0.9450321280000935
687,0.7562695550004719
644,0.8827120979985921
638,0.9005105569995067
548,0.737482178999926
953,1.080449031000171
613,0.8161863839995931
901,1.2527560100006667
970,1.2526304580005672
771,0.9800371590008581
615,0.7631885949995194
780,1.1195207689997915
626,0.7935204099994735
716,1.7019233360006183
821,0.9583129239999835
698,0.9035367979995499
619,1.1834935690003476
745,1.0152005899999494
838,1.033304157001112
668,0.8486899479994463
768,0.8558184230005281
1025,1.8968324159995973
910,0.9883253789994342
967,1.0179821479996463
954,1.463403482999638
871,0.9478850230007083
647,0.9099406599998474
831,1.2142243729995243
971,2.047450784999455
724,0.8149911239997891
1009,1.7175710530009383
1003,1.5992565160013328
920,1.4096975310003472
713,0.7919418770015909
679,1.0493130049999309
648,0.8228439060003438
969,1.4325039819996164
585,0.8792090340011782
966,0.9821245830007683
831,1.4455686920009612
819,1.1625860269996338
760,1.4136986409994279
888,1.5317080650002026
879,1.3734177879996423
718,0.8305220820002432
663,0.940059033999205
760,0.9388117229991622
730,0.7151790600000822
545,0.9850857540004654
904,1.6481247629999416
853,1.4998428779999813
826,1.3787957420008752
840,1.0792242249990522
1047,1.573452451000776
780,0.869867843000975
650,0.7356460980008706
844,1.0989021919995139
807,0.8281759580004291
884,0.8790618660004839
603,0.7455348660005257
725,1.001770103999661
732,0.940782379000666
870,0.9355609400008689
899,1.525942172998839
796,1.006955276001463
861,1.1165481730004103
787,0.8436382609997963
628,0.8312909449996368
710,0.84454740900037
893,1.15538540200032
1026,1.8344784159999108
998,1.4717795010001282
838,1.0168981890001305
851,1.3663482859992655
550,0.7490650079998886
643,0.7259490170017671
620,0.710942134999641
648,1.0877743149994785
933,1.093654111999058
807,0.9811963039992406
849,0.8833953960001963
960,1.8346417810007551
750,0.906457835000765
684,0.9054684570000973
520,0.6457890330002556
701,0.8474978649992408
798,1.1330893310005195
570,0.7614750209995691
834,0.917329386998972
1002,1.0313328960000945
1056,2.1194571259984514
841,1.0719612599987158
797,0.9274835819996952
779,0.9775884470000165
891,1.5409288390001166
815,0.9613084859993251
780,1.1043538039994019
956,1.7378497290010273
597,0.6289952269999048
520,1.2237755109999853
814,0.9925361690002319
701,1.5092443759986054
862,1.2049807010007498
731,1.149879153999791
721,1.1898351870004262
813,1.501437001999875
819,0.9039995450002607
679,1.1485515690001193
768,0.9173438800007716
838,1.045223219000036
788,0.87732258700089
871,1.3357686279996415
617,0.8960253580007702
815,0.9007954869994137
863,0.9635908569998719
894,0.9792899929998384
872,1.4328312580000784
779,1.1089519100005418
1005,1.6902526419999049
925,1.6003341329997056
995,1.5162331709998398
603,0.6395982220001315
893,1.2719743460002064
830,0.948915801000112
966,1.2781920690013067
905,0.9695964519996778
709,0.9970042550012295
735,0.9872605270011263
927,1.1315614049999567
663,0.8720311639990541
801,1.1402770000004239
619,0.7783242700006667
905,1.0729292910000368
673,0.8399474300003931
538,0.7252991929999553
818,0.8359466109995992
834,1.3788881599994056
742,0.8419249489998037
829,0.834889697998733
772,0.8706928839983448
623,0.771114237000802
860,1.5007195489997684
1097,1.5234336350004014
771,0.9822183350006526
507,0.6279030700006842
830,0.8479051579997758
817,0.9646658549991116
717,0.919528366999657
549,0.8141198900011659
681,1.1706215789999987
874,0.9276180100005149
716,1.1096990750011173
820,1.072303204000491
659,0.7952201779989991
733,1.3334207070001867
1022,2.5852844459986954
1082,1.529356174998611
912,1.3051861349995306
720,0.9818543820001651
579,0.8631512420015497
719,1.302163455999107
810,0.8827093729996704
966,1.1244109879989992
727,1.0124333940002543
587,0.6362494879995211
771,0.8524629979983729
825,1.2555994819995249
678,0.9017553020003106
591,1.016029829999752
847,1.1171391009993386
940,1.0959683549990586
1178,2.540357187999689
911,1.278509578000012
816,0.8358162349995837
